Location,Hospital_Name,State,District,Pincode,Hospital_Fax,Website
"No.1, Kaligarayan Street, Iii Lane, Old Washermenpet",Rathenam Nursing Home,Tamil Nadu,Chennai,600021,044  25900912,0
"10/18, Arumugam Street, Old Washermenpet,",Roselin Gandhi Hospital,Tamil Nadu,Chennai,600021,0,0
"80, Kappal Polu Street Old Washermenpet",Sanjeevini Nursing Home,Tamil Nadu,Chennai,600021,2598104,0
"32, Cemetry Road Old Washermenpet",Shyamala Nursing Home,Tamil Nadu,Chennai,600021,0,0
Old No.3/New No. 9 Manikanda Ix Street Chennai,Snn Medicare Centre,Tamil Nadu,Chennai,600021,0,0
"New No 976, Old No 447, T H Road,Old Washermenpet, Opp To Nirmala Silks,Tondiarpet",Vasan Eye Care Hospital,Tamil Nadu,Chennai,600021,0,0
"New No:8, Old No:22, 4 Th Cross Street, Trustpuram, Kodambakkam,",Medway Medical Centre,Tamil Nadu,Chennai,600022,0,0
"No. 19, Kumaran Nagar, Main Road, Peravallur Peravallur",Shepherd Nursing Home,Tamil Nadu,Chennai,600022,0,0
"8, Iii Main Road,Undited India Nagar, Joint Office,Ayanavaram.",A.C. Hospital,Tamil Nadu,Chennai,600023,0,0
"45/11,K.H Road,Ayanavaram,Opp T N S C Bank.Near Ayanavaram Signal",Amruth Siddha and Ayurvedic Clinic,Tamil Nadu,Chennai,600023,0,0
"No.35, 36, S.S.Davar 6Th Street, Ayanavaram,",Shreyas Health Centre,Tamil Nadu,Chennai,600023,0,0
"No.46, Konnur High Road Ayanavaram",Sri Eshodha Hospital,Tamil Nadu,Chennai,600023,0,0
"New No26,Old No16,North Road,Mandavelipakkam",The Base,Tamil Nadu,Chennai,600023,0,0
"N0 122,Medavakkam Tank Road,Ayanavaram",Trust Hospital,Tamil Nadu,Chennai,600023,0,0
"No 19/2 L&T Colony,Vijay Nagar",Bhatia Hospital,Tamil Nadu,Chennai,600024,0,0
"31, Railway Border Road, Kodambakkam,",J. V. Hospitals Llp,Tamil Nadu,Chennai,600024,044  24833998,0
"Vijaya Health Centre, S K Salai Vadapalani",Madras Institute Of Nephrology,Tamil Nadu,Chennai,600024,0,0
5 Kannadasan St.Ranga Rajapuram Chennai,Madras Poly Clinic and R.R.Scan,Tamil Nadu,Chennai,600024,0,0
"New No: 177, Old No:77, Rangarajapuram Road, Kodambakkam,",S.V. Bone And Joint Hospital,Tamil Nadu,Chennai,600024,044  24723166,0
"No.36, Dr. Ambedkar Road, Kodambakkam,",Spot Hospital,Tamil Nadu,Chennai,600024,0,0
"47, Railway Station Road, Near Post Office, Kodambakkam",Srinivasa Hospital P P N,Tamil Nadu,Chennai,600024,4558 8850,0
"9, Vellala Street, Kodambakkam,",The Best Hospital Private Limited,Tamil Nadu,Chennai,600024,0,0
"5, First Street, Taylors Estate, Kodambakkam,",Thulasi Krishna Nursing Home,Tamil Nadu,Chennai,600024,0,0
"N0O-10, Jawahar Lal Nehru Road",Aakash Fertility Center and Hospital,Tamil Nadu,Chennai,600026,0,0
"47/1, Jawaharlal Nehru Road, 100Ft Road, Vadapalani",Apollo Medical Center [Vadapalani],Tamil Nadu,Chennai,600026,0,0
"Newno. 42, Oldno. 60, Jawaharlal Nehru 100Ft Road, Vadapalani",PandG Nursing Home,Tamil Nadu,Chennai,600026,0,0
"175, N.S.K. Salai, Vadapalani, Chennai",Paterson Cancer Center / Vijaya Health Centre Premises,Tamil Nadu,Chennai,600026,044  24724292,0
"No. 1, Duraiswamy Road, Near Vadapalani Temple",S K Nursing Home Pvt Ltd,Tamil Nadu,Chennai,600026,0,0
"68, South Sivankoil Street, Saidapet Road, Vadapalani",Smv Nursing Home,Tamil Nadu,Chennai,600026,0,0
"No. 23/3, 4Th Street, Thiru Nagar, Vdapalani",Sri Sai Joint and Bone Centre and Nursing Home,Tamil Nadu,Chennai,600026,0,0
"No.76,Nelson Manickam Road, Aminjikaral,",Tamilnadu Urological Research Centre,Tamil Nadu,Chennai,600026,0,0
"D No 154/2, Aroot Road, Vadapalani Vadapalani",Vasan Eye Care Hospital,Tamil Nadu,Chennai,600026,0,0
"180, Nsk Salai, Vadapalani",Vijaya Heart Foundation - Vijaya Hospital,Tamil Nadu,Chennai,600026,0,0
"No.175, N.S.K.Salai, Vadapalani",Vijaya Institute Of Trauma and Orthopadics,Tamil Nadu,Chennai,600026,0,0
"170, R.K. Mutt Road, Mandaveli, Chennai.",Anns Homoeo Clinic,Tamil Nadu,Chennai,600028,0,0
"11, Durgabai Deshmukh Road, Raja Annamalai Puram",Aswatha Eye Department,Tamil Nadu,Chennai,600028,0,0
"200, Ramakrishnan Mutt Road, Mandaveli,",B.S.S.Hospital,Tamil Nadu,Chennai,600028,0,0
"52, Raja Annamalai Puram, Chennai,",Chennai Kaliappa Hospital,Tamil Nadu,Chennai,600028,044  24615742,0
"No:12/2, Bagirathi Ammal Street, C P Ramasamy Road, R.A.Puram",Chennai Skin Foundation and Yesudian Research Instit,Tamil Nadu,Chennai,600028,0,0
"No 11, 12, Dr Durgabai Deshmukh Road,R. A .Puram",Durgabai Deshmukh General Hospital and Research Centre / Andhra Mahila Sabha,Tamil Nadu,Chennai,600028,4424611384,0
No 5 School View Road R K Nagar,Indira Eye Hospital,Tamil Nadu,Chennai,600028,0,0
"11, Durgabai Deshmukh Road, Raja Annamalai Puram",Ishwari Prasad Datthaireya Orthopedic Center,Tamil Nadu,Chennai,600028,0,0
"No. 38/56, Venkatakrishna Road, Mandavelli,",Janamma Hospital,Tamil Nadu,Chennai,600028,0,0
"12, Norton 3Rd Lane Mandavelipakkam",Jaya Eye Clinic,Tamil Nadu,Chennai,600028,0,0
"No.43,Second Main Road,R A Puram.",Kaliappa Renal Center,Tamil Nadu,Chennai,600028,24615742,0
"No. 1, 1 Cross Street, Off Ii Main Road, Raja Annamalaipuram,",Madras Ent Research Foundation Pvt Ltd,Tamil Nadu,Chennai,600028,044  24311416,0
"73 Venkatakrishna Road, Ra Puram,",Navasuja Sankara Nethralaya,Tamil Nadu,Chennai,600028,0,0
"No.22,2Nd Main Road,R.A. Puram",Prakriti Ayurvedic Center,Tamil Nadu,Chennai,600028,0,0
"No:14, Bagirathiammal Street, R.A.Puram,",Rupa Clinic and Nursing Home,Tamil Nadu,Chennai,600028,0,0
"12/2, Southcanalbankroad, Mandaveli.",Sanjay E N T Hospital,Tamil Nadu,Chennai,600028,0,0
"D.No.2,Plo No 86 V.V.Giri Salai Vivekanand Nagar",Sri Durga Health Centre,Tamil Nadu,Chennai,600028,0,0
"No 4/30, Devanathan Road, Mandevalli,Near Mandaveli Bus Terminus",Sri Ranga Hospitals,Tamil Nadu,Chennai,600028,0,0
"Old No -15 /New 26-28, Norton Road,",The Surgical Clinic and Nursing Home,Tamil Nadu,Chennai,600028,0,0
"14/2, Devanandan Street, Mandavalli",Y V K Hospital Enterprises Pvt Ltd,Tamil Nadu,Chennai,600028,0,0
"360, P.H. Road,Jn Of P.H. Road And, Nelson Manickam Road, Aminjikarai,",A.K. Hospital,Tamil Nadu,Chennai,600029,044  23744863,0
"729, P.H. Road,Near Pachaiappa's College,Aminjikarai.",Dr. Seshiah Diabetes Research Institute and Dr. Balaji Diabetes Care Centre,Tamil Nadu,Chennai,600029,0,0
"New No. 12 Old No.20, Govindan Street Ayyavoo, Naidu Colony, Aminjikarai",M.R. Hospital,Tamil Nadu,Chennai,600029,0,0
"No.12/16, New Natarajapuram, Aminjikarai,",Peoples Nursing Home,Tamil Nadu,Chennai,600029,0,0
"43, Lakshmi Talkies Road,Shenoy Ngr., Opposite Poonamallee High Road,",Billroth Hospitals Limited,Tamil Nadu,Chennai,600030,0,0
"No:6, Kanniamman Koil Street,Parllel To Billroth Hospital,Shenoy Nagar.",Mu.Va. Hospital And Speciality Centre,Tamil Nadu,Chennai,600030,0,0
"72, Spur Tank Road,Chetpet",Bethany Health Care Centre,Tamil Nadu,Chennai,600031,0,0
"No.2 (E), Mcnichols Road, 3 Lane, Chetpet,",Dr. Mehta`S Hospitals Pvt Ltd,Tamil Nadu,Chennai,600031,044  42271217,0
"10-A, Dr. Guruswamy Road, Chetpet",Josephs Nursing Home,Tamil Nadu,Chennai,600031,0,0
"9, Pachaiyappa College Hostel Road Chetpet",Padmini Nursing Home,Tamil Nadu,Chennai,600031,26427344,0
"No.77 Harrington Road, Chetpet,",Prashanth Multispeciality Hospital,Tamil Nadu,Chennai,600031,044  28363516,0
"49/2,Harrington Road,Chetput Chennai",Psymed Hospiyal,Tamil Nadu,Chennai,600031,0,0
"No. 11, M C. Nichols Road, 4Th Lane, Opposite To Chetpet Police Station Chetpet",Sri Sainath Hospital and Research Institute,Tamil Nadu,Chennai,600031,0,0
"13, East Spurtank Road, Chetpet",Vasantha Subramanian Hospitals Pvt Ltd,Tamil Nadu,Chennai,600031,0,0
"10, Dr. Guruswamy Road, Chetpet,",Zubeda Hospitals Ltd.,Tamil Nadu,Chennai,600031,044  42859442,0
"No. 1, Lawyer Jaganathan Street, Guindy,",Balaji Hospital (P) Ltd.,Tamil Nadu,Chennai,600032,0,0
"S7,Thiru Vi Ka Industrial Estate, Guindy, Chennai-32.",Bharat Specialities Lab,Tamil Nadu,Chennai,600032,0,0
"Noble Marine Tower No.62, No.62 Mount Road Guindy",Concept Medicare India Pvt. Ltd.,Tamil Nadu,Chennai,600032,0,0
"6,Kanniamman,Koil Street,Shenoy Nagar",Dr.Mu.Va.Hospital,Tamil Nadu,Chennai,600032,0,0
"22/12, G.S.T Road, Guindy, Chennai",Mina Nursing Home,Tamil Nadu,Chennai,600032,0,0
"No:5/4, 3Rd Cross Street, Balaji Nagar, Ekkattuthangal",Mother and Child Care Clinic,Tamil Nadu,Chennai,600032,0,0
"No.51/3 Cart Truck Road, Maduvankarai,Near Beta Matriculation School Guindy",N.K Clinic,Tamil Nadu,Chennai,600032,0,0
"No.1 Lawyer Jagnathan Street, Guindy",Sri Balaji Hospital P Ltd,Tamil Nadu,Chennai,600032,044  22324570,0
"27, Govindan Raod, West Mambalam, Near Srinivasa Theatre",Annamalai Hospital,Tamil Nadu,Chennai,600033,0,0
18 Rukmani Street West Mambalam,C.S.M.Nursing Home,Tamil Nadu,Chennai,600033,0,0
"No. 27, Govindan Road, West Mambalam",Dr. Rm. Annamalai Clinic Family Health Care Centre,Tamil Nadu,Chennai,600033,0,0
"No. 47, Govindan Road, West Mambalam, Near Srinivasa Theatre,",Lakshmi Hospital,Tamil Nadu,Chennai,600033,0,0
"No.62, Brindavan Street, West Mambalam, Espee Complex",Panacea Biotec Ltd.,Tamil Nadu,Chennai,600033,0,0
"174, Lake View Road,West Mambalam,Near Ayodhya Mandapam.",Public Health Centre,Tamil Nadu,Chennai,600033,0,0
"No. 68, Thambiah Road West, Mambalam",S R M Hospital,Tamil Nadu,Chennai,600033,0,0
"No.49, Umapathy Street, Arya Gowda Road, West Mambalam",Spectra Laboratories,Tamil Nadu,Chennai,600033,0,0
"New 4, Old 108,Ellai Amman Koil Street,West Mambalam",Sree Chakra Maternity Clinic,Tamil Nadu,Chennai,600033,0,0
"45 Jubilee Road, West Mambalam",Sulochana Dental Care Center,Tamil Nadu,Chennai,600033,0,0
"No.7, Varadappan Street,West Mambalam.","Vasanthram Hospital (P) Ltd.,",Tamil Nadu,Chennai,600033,0,0
No 5 Thirumurthy Nagar 6Th Street Nungambakkam,Acharya Dental Clinic,Tamil Nadu,Chennai,600034,28269692,0
"28, Cathedral Garden Road, Nungambakkam,",B.R.S. Hospital Pvt. Ltd.,Tamil Nadu,Chennai,600034,"28221947, 28221947",0
"No.30C, Cathedral Garden Road, Nungambakkam",Chitra's Ent Laser Hospital,Tamil Nadu,Chennai,600034,0,0
"6E, Nungambakkam High Road",Fertility Research Centre,Tamil Nadu,Chennai,600034,0,0
"6-E,Nungambakkam High Road,",G.G.Hospital,Tamil Nadu,Chennai,600034,2.83E+15,0
"No 3 Jagannathan Road,Nungambakkam",Lister Metropolis LaboratoryandResearch Centre Pvt.Ltd.,Tamil Nadu,Chennai,600034,0,0
"83, Valluvarkottam High Road ( Village Road)",Medindia Hospitals,Tamil Nadu,Chennai,600034,044    28261122,0
"No.27, Pushpanagar, 1St Street, Nungabakkam,",Sasthalaya Hospital,Tamil Nadu,Chennai,600034,0,0
"12-A, Nageswara Road, Nungambakkam",The Child Trust Medical Research Foundation,Tamil Nadu,Chennai,600034,0,0
"No. 12A, Nageswara Road, Nungambakkam",The Kanchi Kamkoti Child Trust Hospital,Tamil Nadu,Chennai,600034,0,0
"7, Subbaraya Street, Nungambakkam, Chennai - 600 034",The Kasturba Nurshing Home,Tamil Nadu,Chennai,600034,0,0
"No.6, 9Th Street Nandaram Extn, OppositeTo Icici Bank,",R.S.P. Hospital,Tamil Nadu,Chennai,600035,0,0
"121-A(New No-36A), Chamiers Road, Nandanam,",Venkataeswara Hospitals,Tamil Nadu,Chennai,600035,0,0
"39, West Road, West Cit Nagar",Vijay's Nursing Home,Tamil Nadu,Chennai,600035,0,0
"No.38/40, Muthumudali Street, Vysarpadi",Dr M.V.R. Health Centre and Child Care Hospital,Tamil Nadu,Chennai,600039,0,0
"10A/3 I Cross Street, M K B Nagar",Nalamm Hospital Pvt Ltd,Tamil Nadu,Chennai,600039,0,0
"645&646, T H Road, Tondiarpet",Apollo Hospitals,Tamil Nadu,Chennai,600040,0,0
"No. Ac-15, 2Nd Avenue,Anna Nagar",Dr. Agarwals Eye Hospital Ltd.,Tamil Nadu,Chennai,600040,4426215977,0
"G Block 10 Street Anna Nagar East, Chennai",Dr. V.K Sairam,Tamil Nadu,Chennai,600040,0,0
"2/1911, J-Block, 15 Th Main Road, Anna Nagar",I K Hospital,Tamil Nadu,Chennai,600040,0,0
"Krishna Dental Clinic W-120,Anna Nagar, Madras",Krishna Dental Clinic,Tamil Nadu,Chennai,600040,0,0
"2181 L Block 12Th Main Road, Anna Nagar",Neomed Hospital - Chennai,Tamil Nadu,Chennai,600040,26201147,0
"63, Old No. 102, Q Block, 3Rd Avenue, Annanagar",Rathi Med Speciality Hospital,Tamil Nadu,Chennai,600040,0,0
"Kimbarley Towers, Y-222, Ist Flr 2Nd Avenue, Anna Nagar",Reya-Z Laser Vision Centre,Tamil Nadu,Chennai,600040,0,0
162/16 Mangalam Colony 7Th Avennue Anna Nagar,Robin and Robin Health Care,Tamil Nadu,Chennai,600040,0,0
"Q-94,16""Street,4""Main Road Anna Nager Channai",S.M.V Medicals,Tamil Nadu,Chennai,600040,0,0
"Plot No:1824/1, 18Th Main Road, Anna Nagar",Shivas Eye Care,Tamil Nadu,Chennai,600040,0,0
"Aa 16, 3Rd Main Road, Anna Nagar,",Soundarapandian Bone and Joint Hospital Research Institute Pvt. Ltd.,Tamil Nadu,Chennai,600040,0,0
"New No.4, Old No.1620-A, 16Th Main Road, Anna Nagar",Sri Devi Speciality Hospial,Tamil Nadu,Chennai,600040,0,0
"W-98, Second Avenue, Anna Nagar, Round Tana Bus Stand",Sundar Eye Hospital and West Madras Medical Centre,Tamil Nadu,Chennai,600040,0,0
"9-C, Shanthi Colony Iv Avenue, Anna Nagar",Sundaram Medical Foundation,Tamil Nadu,Chennai,600040,0,0
"Celebrity, T-95.Iiird Avenue, Annanagar",The Apollo Clinic,Tamil Nadu,Chennai,600040,0,0
"Rds Enterprises Pvt Limited, Franchisee Of Titan Eye Rbn Tower,Ak-2,4Th Avenue,Shanthi Colony,Annanagar",Titan Eye,Tamil Nadu,Chennai,600040,0,0
"182,Plot No.995 `O` 2Nd, Anna Nagar",Uma Eye Clinic Pvt.Ltd,Tamil Nadu,Chennai,600040,0,0
"No. 63, Old No.102, Q Block 3Rd Avenue Annanagar",Vasanthram Hospital,Tamil Nadu,Chennai,600040,0,0
"No.106, Jawaharlal Nehru Salai, 100 Feet Road, Near Koyambedu Junction, Thirumangalal, Anna Nagar West",Vee Care Hospital,Tamil Nadu,Chennai,600040,0,0
"W-98, Second Avenue Anna Nagar",West Madras Medical Centre / Sundar Eye Hospital Pvt Ltd,Tamil Nadu,Chennai,600040,0,0
"No.3,Third Street Malavia Avenue, Thiruvanmiyur",Balaji Nursing Home - Chennai,Tamil Nadu,Chennai,600041,0,0
"No-58, M G Road, Thiruvanmiyur",Jayam Polyclinc,Tamil Nadu,Chennai,600041,0,0
"East Coast Road, A-1,Srinivasapuram, Thiruvanmiyur,",R. M. Hospital P. Ltd.,Tamil Nadu,Chennai,600041,0,0
"1/28, Vasudevan Street, East Coast Road, Kottivakkam",S.S Nursing Home,Tamil Nadu,Chennai,600041,0,0
"18, East Coast Road,Near Neelangarai Bus Stop,Neelangarai.",Santhi Hospital,Tamil Nadu,Chennai,600041,0,0
"1/28, Vasudevan Street East Coast Road",Siva Subramaniam Nursing Home,Tamil Nadu,Chennai,600041,0,0
"Old No 3, New 11, North Mada Street, Near Marundeeswarar Temple, Near Thiruvanmiyur Bus Terminus",Starlight Hospitals Pvt Ltd,Tamil Nadu,Chennai,600041,0,0
"No: 7, 2Nd East Street, Thiruvanmiyur",Swaram Medicare And Research Centre Pvt Ltd,Tamil Nadu,Chennai,600041,0,0
"No 20, Thamirabarani Towers, Ecr Road, Kabaliswarer Nagar, Neelankarai",Vasan Eye Care Hospital,Tamil Nadu,Chennai,600041,0,0
"N0.5,C-Block, Paramount Park, Mega Mart(Upstair) Vijaya Nagar,Velachery",Aarthi Priyas Tooth Care Clinic,Tamil Nadu,Chennai,600042,0,0
"Plot No. 191, 100 Feet By-Pass Road, Velacherry",Appasamy Krishna Hospital and Medical Research Centre,Tamil Nadu,Chennai,600042,044  22452356,0
"No.-4, 100 Feet Road, Tansi Nagar, Velachery",Athipathi Hsopital and Research Centre,Tamil Nadu,Chennai,600042,0,0
No 6 12Th Cross Steet Dhandeeswaram Nagar Velachery,Chennai Eye Care Hospital,Tamil Nadu,Chennai,600042,0,0
"No. 60, Gandhi Road Chennai",Dr G Kirubakaran,Tamil Nadu,Chennai,600042,0,0
"27, 100 Feet Road, Taramani Link Road, Velacherry",Dr.Agarwals Eye Hospital- Velacherry,Tamil Nadu,Chennai,600042,044  22430444,0
"No.39, Rajalakhsmi Nagar",Helios Hospital Pvt Ltd,Tamil Nadu,Chennai,600042,22553744,0
Velachery Main Road Velachery,Kumaran Diagnostic Centre,Tamil Nadu,Chennai,600042,0,0
"40B, Tansi Nagar Vii St, Velachery,",Nandhini Hospital,Tamil Nadu,Chennai,600042,0,0
"No.14, 10Th Cross Street, A.G.S.Colony, Velachery",Velachery K S Hospital,Tamil Nadu,Chennai,600042,0,0
"7/14, 7Th Cross Street, Rajalakshmi Nagar, Velachery",Xcellent Care Superspeciality Hospital,Tamil Nadu,Chennai,600042,0,0
"No:32, Pillaiyar Koil Street, Nesapakkam, West K.K.Nagar, Chennai-600078",Arokya Hospital,Tamil Nadu,Chennai,600078,0,0
"51-52, Thiruvalluvar Salai,,Nesapakkam,.",Cmc Hospital,Tamil Nadu,Chennai,600078,45563098,0
"B-49B, Dr.Ramasamy Salai, Near Pillayar Koil Bus Stop, K.K Nagar",S M Hospital,Tamil Nadu,Chennai,600078,0,0
"127, Mint Street, Chennai 600079",Singhvi Health Center,Tamil Nadu,Chennai,600078,0,0
"Jothir Akshaya Flat-1 No-59, Munusamy Salai Kk Nagar West Near Pondy State Guest House",Sucha Eye Cure,Tamil Nadu,Chennai,600078,0,0
"583, Thiruvottriyur High Road, Tondiarpet,",Ezhil Hospital,Tamil Nadu,Chennai,600081,2591 574,0
"New No.303,Old No.99, T.H.Road, Chennai",J.K.Hospital,Tamil Nadu,Chennai,600081,0,0
"8 & 9 Annai Velakanni Nagar,Madhavaram Milk Colony,.",K.M.Multi Speciality Hospital,Tamil Nadu,Chennai,600081,0,0
"No. 33, Kanakapillai Street,Tondiarpet,",Malligai Hospital,Tamil Nadu,Chennai,600081,0,0
"599,T.H.Road, Tondiarpet, Chennai-600081.",Rudhra-Chella Clinicare`N`Cure Services,Tamil Nadu,Chennai,600081,0,0
"12,Veeraragavan Road, New Washermanpet,Chennai.",Sri Sai Medical Centre,Tamil Nadu,Chennai,600081,0,0
"B-63, Siva Elango Salai (70 Feet Road), Periyar Nagar",Dr Agarwal Eye Hospital Ltd,Tamil Nadu,Chennai,600082,0,0
"1/255, 10Th Street S R P Colony Chennai Chennai 600082",Eswari Nursing Home,Tamil Nadu,Chennai,600082,0,0
7(1/1A)1St Main Road Jawahar Nagar,N.R.Hospital,Tamil Nadu,Chennai,600082,0,0
"7/1, Laxmanan Nagar Paper Mills Road",Raju Nursing Home,Tamil Nadu,Chennai,600082,0,0
"No.25/17,70 Feet Road,Jawahar Nagar",Sheeba Multi Speciality Clinic,Tamil Nadu,Chennai,600082,0,0
"46, S.R.P. Kil Street(North) T.V.K.Nagar,",Sri Bala Nursing Home,Tamil Nadu,Chennai,600082,0,0
"80/2, 34 Srp Koil St., T.V.K.Nagar, Chennai",Sri Sai Sankara Dental Clinic And Orthodontic Cent,Tamil Nadu,Chennai,600082,0,0
"289/149, D.No.149,Paper Mills Road, Opp To 70 Feet Road,Perambur.","Vasan Eye Care Hospital, Perambur",Tamil Nadu,Chennai,600082,0,0
"New No 80, 7Th Avenue Ashok Nagar",Ammayi Eye Care Centre,Tamil Nadu,Chennai,600083,24851560,0
"New 2, Old  5, 41 St Street 6Th Avenue, Ashok Nargr",Dr Lankeash Eye Hospital,Tamil Nadu,Chennai,600083,0,0
"Old No.20,New No:33, 7Th Avenue,(Near G.R.T School),Ashok Nagar",Dr. Agarwal's Eye Hospital Ltd. - Ashok Nagar,Tamil Nadu,Chennai,600083,0,0
"1,X Avenue,Ashok Nagar,Chennai",Dr.V Jai Shankar,Tamil Nadu,Chennai,600083,0,0
"Door No-1, 40Th Street, Ashok Nagar,",Je Nesam Hospital,Tamil Nadu,Chennai,600083,0,0
"No. 11, Samiyar Garden Street, Ashok Nagar, Chennai",M.G. Nursing Home,Tamil Nadu,Chennai,600083,0,0
"B - 225, 15Th Avenue Ashok Nagar Chennai Chennai 600083",Maya Nursing Home Pvt Ltd,Tamil Nadu,Chennai,600083,0,0
"No. 25, 10Th Avenue, Ashoknagar",Orthopedic and Specialities Hospital,Tamil Nadu,Chennai,600083,0,0
"New No. 19-A, First Avenue, Ashok Nagar,",Pallava Hospital Ltd.,Tamil Nadu,Chennai,600083,044  23715446,0
"61, 7Th Avenue, Ashok Kumar, Chennai",Sri Hari Clinic,Tamil Nadu,Chennai,600083,0,0
"Kala Flats, Ashok Nagar, Chennai",Vaman Clinic Eye and Ent Care,Tamil Nadu,Chennai,600083,0,0
"962, Poonamallee High Road, Near Egmore Over Bridge",Dr. U. Mohan Rau Memorial Hospital - Chennai,Tamil Nadu,Chennai,600084,0,0
"New No:25, Old No:6, Dr.Alagappa Road, Purasaiwakkam, Chennai-600084.",Kola Saraswathy Agarwal Samaj Health Centre,Tamil Nadu,Chennai,600084,0,0
"4 Adiappa Mudali Street,Purasaiwalkam Flowers Road",Noble Hospital,Tamil Nadu,Chennai,600084,4426403300,0
"No.77, Dr. Alagappa Road, Purasawalkam,",V.K.Hospital,Tamil Nadu,Chennai,600084,0,0
"Old No.880, New No.190, Poonamallee High Road, Kilpauk, (Near Sangam Theatre & Opp To Nehru Park) Chennai - 600 084,",Vasan Eye Care Hospital,Tamil Nadu,Chennai,600084,0444340 0888,0
"6B, Conran Smith Road, Gopalapuram",Dr. Mohans Mv Diabetes Specialities Centre - Chennai,Tamil Nadu,Chennai,600086,28350935,0
"Old No 32, New No 12, Conran Smith Road, Gopalapuram, Chennai 600086",Harvey Healthcare Limited,Tamil Nadu,Chennai,600086,0,0
"Old No 32,New No 12,Conran Smith Road,Gopalapuram Chennai",Life Med Hospitals,Tamil Nadu,Chennai,600086,0,0
"116, Chamiers Road,Nandanam, Chennai - 600086,",Maxivision Eye Care Medfort Hospitals Pvt Ltd,Tamil Nadu,Chennai,600086,49001822,0
"E - 147 / A, Iind Avenue Besant Nagar",New Asian Hospital,Tamil Nadu,Chennai,600090,0,0
"91/2,Arcot Road,Virugambakkam,Chennai",M.L Dental Clinic,Tamil Nadu,Chennai,600092,0,0
"No. 3, 5Th Main Road, Natesan Nagar, Virugambakkam, Near Annai Mahal, Sai Nagar Bus Stand",S B S Hospital,Tamil Nadu,Chennai,600092,0,0
"5-A, Parthasarathy St.Thirunagar",Tirunagar Hospital,Tamil Nadu,Chennai,600092,0,0
"No 22, Arcot Road, Saligramam,",Bharani Hospital,Tamil Nadu,Chennai,600093,0,0
"37, Arunachalam Road, Chennai",R.R. Eye Instutute and Laser Foundation,Tamil Nadu,Chennai,600093,0,0
No 22 Arcot Road Saligrammam,The Specialities Health Care,Tamil Nadu,Chennai,600093,0,0
"No. 7, Venkateswara Lane, Anna Nednmpathai, Choolaimeda, Near Kodambakkam (Power House)",Siva Sakthi Nursing Home,Tamil Nadu,Chennai,600094,0,0
"W-27, Old No.18, North Main Road,Anna Nagar West Extn.,.",Dhanvantari Eye Care,Tamil Nadu,Chennai,600101,0,0
"R-30-C, Ambattur Industrial Estate Road, Mogappair",Dr.K.M.Cherian Heart Foundation,Tamil Nadu,Chennai,600101,91  44  2656 5150,0
"No. R-30-C, Ambattur Industrial Estate Road, Mogappair",International Center For Cardio Thoracic and Vascular Diseases(Frontier Life Hosp),Tamil Nadu,Chennai,600101,0,0
"959, Tvs Colony Annanagar West Extension Chennai Chennai 600101",Sks Hospital,Tamil Nadu,Chennai,600101,0,0
"No. 78/6 3Rd Avenue, Anna Nagar East",Medfort Eye Hospital Pvt Ltd Unit Of Maxvision Eye Care,Tamil Nadu,Chennai,600102,0,0
"B-Block,1/2 Second Avenue,Anna Nagar",Premier Health Center,Tamil Nadu,Chennai,600102,0,0
